source_id,site_id,market_type,name,district,market_committee,state,latitude,longitude,coords_usable,coord_flags,storage_godowns,storage_capacity,shops,opens,closes,raw_lat,raw_lon,image_url,source_url,retrieved_on
us-138,11,Uzhavar Santhai,Sunguvarchatram,Kancheepuram,,Tamil Nadu,12.89303,80.0268,True,ok,,,26,6:00 AM,2:00 PM,12.89303,80.0268,http://www.agrimark.tn.gov.in/MRS/uploads/us/11.JPG,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-139,12,Uzhavar Santhai,Kundrathur,Kancheepuram,,Tamil Nadu,12.99698,80.09144,True,ok,,,23,6:00 AM,2:00 PM,12.99698,80.09144,http://www.agrimark.tn.gov.in/MRS/uploads/us/12.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-140,13,Uzhavar Santhai,Thirukalukundram,Chengalpattu,,Tamil Nadu,12.60342,80.05744,True,ok,,,20,6:00 AM,2:00 PM,12.60342,80.05744,http://www.agrimark.tn.gov.in/MRS/uploads/us/13.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-141,159,Uzhavar Santhai,Sankarankoil,Tenkasi,,Tamil Nadu,9.182768,77.535881,True,ok,,,60,5:00 AM,1:00 PM,9.182768,77.5358810,http://www.agrimark.tn.gov.in/MRS/uploads/us/159.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-142,105,Uzhavar Santhai,Kumbakonam,Thanjavur,,Tamil Nadu,10.958352,79.382896,True,ok,,,101,6:00 AM,1:00 PM,10.958352,79.382896,http://www.agrimark.tn.gov.in/MRS/uploads/us/105.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-143,106,Uzhavar Santhai,Pattukottai,Thanjavur,,Tamil Nadu,10.457328,79.138676,True,ok,,,32,6:00 AM,5:00 PM,10.457328,79.138676,http://www.agrimark.tn.gov.in/MRS/uploads/us/106.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-144,107,Uzhavar Santhai,Tirukattupalli,Thanjavur,,Tamil Nadu,10.848288,79.954138,True,review_distance_89km,,,20,6:00 AM,1:00 PM,10.848288,79.954138,http://www.agrimark.tn.gov.in/MRS/uploads/us/107.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-145,108,Uzhavar Santhai,Papanasam,Thanjavur,,Tamil Nadu,10.890206,79.392884,True,ok,,,17,6:00 AM,1:00 PM,10.890206,79.392884,http://www.agrimark.tn.gov.in/MRS/uploads/us/108.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-146,68,Uzhavar Santhai,Sathiyamagalam,Erode,,Tamil Nadu,11.492795,77.244655,True,repaired_format,,,52,3:30 AM,11:30 AM,N 11.492795,E 77.244655,http://www.agrimark.tn.gov.in/MRS/uploads/us/68.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-147,66,Uzhavar Santhai,Sampath Nagar,Erode,,Tamil Nadu,11.339775,77.710159,True,repaired_format,,,134,3:30 AM,11:30 AM,N11.339775,E77.710159,http://www.agrimark.tn.gov.in/MRS/uploads/us/66.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-148,69,Uzhavar Santhai,Periyar Nagar,Erode,,Tamil Nadu,11.334928,77.725128,True,repaired_format,,,40,3:30 AM,11:30 AM,N11.334928,E77.725128,http://www.agrimark.tn.gov.in/MRS/uploads/us/69.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-149,67,Uzhavar Santhai,Gobichettipalayam,Erode,,Tamil Nadu,11.444831,77.433801,True,repaired_format,,,48,3:30 AM,11:30 AM,N11.4448306,E77.4338014,http://www.agrimark.tn.gov.in/MRS/uploads/us/67.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-150,70,Uzhavar Santhai,Perundurai,Erode,,Tamil Nadu,11.283144,77.590103,True,repaired_format,,,40,3:30 AM,11:30 AM,N11.283144,E77.590103,http://www.agrimark.tn.gov.in/MRS/uploads/us/70.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-151,178,Uzhavar Santhai,Dharapuram,Tiruppur,,Tamil Nadu,10.734678,77.521705,True,repaired_format,,,82,3:30 AM,11:30 AM,N10.734678,E77.521705,http://www.agrimark.tn.gov.in/MRS/uploads/us/178.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-152,179,Uzhavar Santhai,Kangayam,Tiruppur,,Tamil Nadu,11.007667,77.559864,True,repaired_format,,,12,3:30 AM,11:30 AM,N11.007667,E77.559864,http://www.agrimark.tn.gov.in/MRS/uploads/us/179.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-153,38,Uzhavar Santhai,Arcot,Ranipet,,Tamil Nadu,12.905141,79.313531,True,ok,,,40,4:00 AM,1:00 PM,12.905141,79.313531,http://www.agrimark.tn.gov.in/MRS/uploads/us/38.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-154,37,Uzhavar Santhai,Ranipettai,Ranipet,,Tamil Nadu,12.928361,79.32992,True,ok,,,48,4:00 AM,1:00 PM,12.928361,79.32992,http://www.agrimark.tn.gov.in/MRS/uploads/us/37.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-155,87,Uzhavar Santhai,Kaveripattinam,Krishnagiri,,Tamil Nadu,12.245982,78.13078,True,repaired_format,,,24,5:00 AM,12:00 PM,N12.245982,E078.13078,http://www.agrimark.tn.gov.in/MRS/uploads/us/87.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-156,88,Uzhavar Santhai,Denkanikottai,Krishnagiri,,Tamil Nadu,12.31826,77.47324,True,repaired_format;review_distance_83km,,,36,5:00 AM,1:00 PM,N12.31826,E077.47324,http://www.agrimark.tn.gov.in/MRS/uploads/us/88.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-157,139,Uzhavar Santhai,Bodinayakanur,Theni,,Tamil Nadu,10.017236,77.350021,True,ok,,,40,5:00 AM,1:00 PM,10.017236,77.350021,http://www.agrimark.tn.gov.in/MRS/uploads/us/139.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-158,137,Uzhavar Santhai,Theni,Theni,,Tamil Nadu,10.020151,77.477762,True,ok,,,60,5:00 AM,1:00 PM,10.020151,77.477762,http://www.agrimark.tn.gov.in/MRS/uploads/us/137.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-159,3,Uzhavar Santhai,Chengalpet,Chengalpattu,,Tamil Nadu,12.41811,79.58546,True,ok,,,60,6:00 AM,2:00 PM,12.41811,79.58546,http://www.agrimark.tn.gov.in/MRS/uploads/us/3.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-160,142,Uzhavar Santhai,Andipatti,Theni,,Tamil Nadu,9.992183,77.619778,True,ok,,,14,5:00 AM,1:00 PM,9.992183,77.619778,http://www.agrimark.tn.gov.in/MRS/uploads/us/142.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-161,143,Uzhavar Santhai,Chinnamanur,Theni,,Tamil Nadu,9.839366,77.383568,True,ok,,,14,5:00 AM,1:00 PM,9.839366,77.383568,http://www.agrimark.tn.gov.in/MRS/uploads/us/143.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-162,1,Uzhavar Santhai,Kancheepuram,Kancheepuram,,Tamil Nadu,12.8321,79.7146,True,ok,,,29,6:00 AM,2:00 PM,12.8321,79.7146,http://www.agrimark.tn.gov.in/MRS/uploads/us/1.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-163,21,Uzhavar Santhai,Cuddalore,Cuddalore,,Tamil Nadu,11.744699,79.768024,True,ok,,,142,5:00 AM,1:00 PM,11.744699,79.768024,http://www.agrimark.tn.gov.in/MRS/uploads/us/21.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-164,22,Uzhavar Santhai,Chidambaram,Cuddalore,,Tamil Nadu,11.398194,79.695359,True,ok,,,38,5:00 AM,1:00 PM,11.398194,79.695359,http://www.agrimark.tn.gov.in/MRS/uploads/us/22.JPG,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-165,23,Uzhavar Santhai,Viruthachalam,Cuddalore,,Tamil Nadu,11.519588,79.325158,True,ok,,,40,5:00 AM,1:00 PM,11.519588,79.325158,http://www.agrimark.tn.gov.in/MRS/uploads/us/23.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-166,25,Uzhavar Santhai,Vadalur,Cuddalore,,Tamil Nadu,11.560762,79.55696,True,ok,,,15,5:00 AM,1:00 PM,11.560762,79.55696,http://www.agrimark.tn.gov.in/MRS/uploads/us/25.JPG,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-167,109,Uzhavar Santhai,Tiruthuraipoondi,Tiruvarur,,Tamil Nadu,10.53817,79.63812,True,ok,,,62,5:00 AM,1:00 PM,10.53817,79.63812,http://www.agrimark.tn.gov.in/MRS/uploads/us/109.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-168,110,Uzhavar Santhai,Mannargudi I,Tiruvarur,,Tamil Nadu,10.665724,79.447197,True,ok,,,66,5:00 AM,2:00 PM,10.665724,79.447197,http://www.agrimark.tn.gov.in/MRS/uploads/us/110.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-169,111,Uzhavar Santhai,Tiruvarur,Tiruvarur,,Tamil Nadu,10.765894,79.635602,True,ok,,,16,5:00 AM,1:00 PM,10.76589406,79.635602,http://www.agrimark.tn.gov.in/MRS/uploads/us/111.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-170,112,Uzhavar Santhai,Needamangalam,Tiruvarur,,Tamil Nadu,10.773314,79.416933,True,ok,,,20,5:00 AM,1:00 PM,10.7733144,79.416933,http://www.agrimark.tn.gov.in/MRS/uploads/us/112.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-171,113,Uzhavar Santhai,Muthupettai,Tiruvarur,,Tamil Nadu,10.4025,79.50143,True,ok,,,27,5:00 AM,1:00 PM,10.4025,79.50143,http://www.agrimark.tn.gov.in/MRS/uploads/us/113.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-172,24,Uzhavar Santhai,Panruti,Cuddalore,,Tamil Nadu,11.781906,79.55424,True,ok,,,50,5:00 AM,1:00 PM,11.781906,79.55424,http://www.agrimark.tn.gov.in/MRS/uploads/us/24.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-173,114,Uzhavar Santhai,Mannargudi II,Tiruvarur,,Tamil Nadu,10.659738,79.455067,True,ok,,,20,5:00 AM,1:00 PM,10.659738,79.455067,http://www.agrimark.tn.gov.in/MRS/uploads/us/114.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-174,115,Uzhavar Santhai,Valangaiman,Tiruvarur,,Tamil Nadu,10.89055,79.392938,True,ok,,,20,5:00 AM,1:00 PM,10.89055014,79.3929382,http://www.agrimark.tn.gov.in/MRS/uploads/us/115.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-175,123,Uzhavar Santhai,Karambakkudi,Pudukkottai,,Tamil Nadu,10.457542,79.139564,True,ok,,,27,5:00 AM,1:00 PM,10.457542,79.139564,http://www.agrimark.tn.gov.in/MRS/uploads/us/123.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-176,121,Uzhavar Santhai,Alangudi,Pudukkottai,,Tamil Nadu,10.358826,78.976936,True,ok,,,30,5:00 AM,1:00 PM,10.358826,78.976936,http://www.agrimark.tn.gov.in/MRS/uploads/us/121.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-177,122,Uzhavar Santhai,Gandarvakottai,Pudukkottai,,Tamil Nadu,10.578416,79.015237,True,ok,,,28,5:00 AM,1:00 PM,10.578416,79.015237,http://www.agrimark.tn.gov.in/MRS/uploads/us/122.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-178,2,Uzhavar Santhai,Pallavaram,Chengalpattu,,Tamil Nadu,12.970976,80.147839,True,ok,,,50,6:00 AM,2:00 PM,12.970976,80.147839,http://www.agrimark.tn.gov.in/MRS/uploads/us/2.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-179,180,Uzhavar Santhai,Singampunari,Sivagangai,,Tamil Nadu,10.185088,78.417298,True,ok,,,20,6:00 AM,2:00 PM,10.185088,78.417298,http://www.agrimark.tn.gov.in/MRS/uploads/us/180.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-180,181,Uzhavar Santhai,Thalavadi,Erode,,Tamil Nadu,11.77732,77.00396,True,review_distance_92km,,,16,7:00 AM,2:00 PM,11.77732,77.00396,http://www.agrimark.tn.gov.in/MRS/uploads/us/181.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-181,182,Uzhavar Santhai,NGO Colony,Tirunelveli,,Tamil Nadu,8.686918,77.741158,True,ok,,,16,6:00 AM,1:00 PM,8.686918,77.741158,http://www.agrimark.tn.gov.in/MRS/uploads/us/182.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-182,184,Uzhavar Santhai,Vedasandur,Dindigul,,Tamil Nadu,10.53481,77.94837,True,ok,,,16,6:00 AM,1:00 PM,10.53481,77.94837,http://www.agrimark.tn.gov.in/MRS/uploads/us/184.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-183,183,Uzhavar Santhai,Manachanullur,Tiruchirapalli,,Tamil Nadu,10.914396,78.700347,True,ok,,,16,5:30 AM,1:30 PM,10.914396,78.700347,http://www.agrimark.tn.gov.in/MRS/uploads/us/183.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-184,185,Uzhavar Santhai,Pallikonda,Vellore,,Tamil Nadu,12.90434,78.93926,True,ok,,,16,4:00 AM,1:00 PM,12.90434,78.93926,http://www.agrimark.tn.gov.in/MRS/uploads/us/185.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-185,186,Uzhavar Santhai,Pernampet,Vellore,,Tamil Nadu,,,False,repaired_format;far_from_district_hq_102km,,,16,4:00 AM,1:00 PM,120940563,78.723483,http://www.agrimark.tn.gov.in/MRS/uploads/us/186.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-186,187,Uzhavar Santhai,Ponnamaravathi,Pudukkottai,,Tamil Nadu,10.269473,78.538562,True,ok,,,16,5:00 AM,1:00 PM,10.269473,78.538562,http://www.agrimark.tn.gov.in/MRS/uploads/us/187.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-187,188,Uzhavar Santhai,Kattumannarkoil,Cuddalore,,Tamil Nadu,11.295178,79.550675,True,ok,,,24,5:00 AM,1:00 PM,11.295178,79.550675,http://www.agrimark.tn.gov.in/MRS/uploads/us/188.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-188,189,Uzhavar Santhai,Karimangalam,Dharmapuri,,Tamil Nadu,12.312645,78.202808,True,ok,,,16,4:30 AM,10:30 AM,12.312645,78.202808,http://www.agrimark.tn.gov.in/MRS/uploads/us/189.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-189,190,Uzhavar Santhai,Vedharanyam,Nagapattinam,,Tamil Nadu,10.384932,79.848857,True,ok,,,16,5:00 AM,12:00 PM,10.384932,79.848857,http://www.agrimark.tn.gov.in/MRS/uploads/us/190.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-190,191,Uzhavar Santhai,Mecheri,Salem,,Tamil Nadu,11.831579,77.945118,True,ok,,,16,5:00 AM,10:30 AM,11.831579,77.945118,http://www.agrimark.tn.gov.in/MRS/uploads/us/191.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-191,192,Uzhavar Santhai,Vazhapadi,Salem,,Tamil Nadu,11.657541,78.410359,True,ok,,,16,5:00 AM,10:30 AM,11.657541,78.410359,http://www.agrimark.tn.gov.in/MRS/uploads/us/192.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-192,193,Uzhavar Santhai,Gandhigramam,Karur,,Tamil Nadu,10.944674,78.102143,True,ok,,,16,5:00 AM,12:00 PM,10.944674,78.102143,http://www.agrimark.tn.gov.in/MRS/uploads/us/193.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-193,194,Uzhavar Santhai,Peravurani,Thanjavur,,Tamil Nadu,10.294642,79.207848,True,ok,,,16,6:00 AM,1:00 PM,10.294642,79.207848,http://www.agrimark.tn.gov.in/MRS/uploads/us/194.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
us-194,195,Uzhavar Santhai,Vikravandi,Villupuram,,Tamil Nadu,12.037445,79.542974,True,ok,,,20,5:00 AM,1:00 PM,12.037445,79.542974,http://www.agrimark.tn.gov.in/MRS/uploads/us/195.jpg,https://www.agrimark.tn.gov.in/index.php/Infra/us_details,2026-09-21
